,company,location,skills,experience
645,Coupa Software Inc.,Pune,"bi  ,  linux  ,  api  ,  python  ,  machine learning  ,  ruby",5 - 7 yrs
646,Lalamove,Hong Kong,"fundamentals  ,  data mining  ,  bi  ,  sql  ,  git  ,  linux  ,  python  ,  team player",4 - 7 yrs
647,QBE Insurance Group Limited,,"accounting  ,  audit  ,  reporting  ,  forecasting  ,  collection  ,  expenses",7 - 10 yrs
648,Valence Health,,"sql  ,  ssrs  ,  databases",3 - 6 yrs
649,eCloudChain,Jeddah,"fundamentals  ,  cloud services  ,  python  ,  machine learning  ,  unix  /  linux  ,  unix",2 - 3 yrs
650,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
651,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
652,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
653,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
654,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
655,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
656,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
657,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
658,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
659,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
660,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
661,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
662,Cognizant Technology Solutions,Kolkata,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
663,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
664,Motorola Mobility Inc.,,"reports  ,  accounting  ,  excel  ,  profit  ,  reporting  ,  finance",3 - 6 yrs
665,Cognizant Technology Solutions,Kolkata,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
666,MICROCHIP TECHNOLOGY PRIVATE LIMITED,Philippines,"radio frequency  ,  security  ,  database  ,  entry level",4 - 7 yrs
667,Motorola Mobility Inc.,Spain,"mining  ,  big data  ,  source data   ,  data sources",3 - 6 yrs
668,Credit Suisse Securities  ( India )  Pvt Ltd,,"information technology  ,  artificial intelligence  ,  python  ,  impala  ,  nosql  ,  cassandra  ,  cloudera  ,  fundamentals  ,  data mining  ,  bi  ,  storage  ,  database  ,  hbase  ,  pattern recognition  ,  problem solving  ,  machine learning  ,  infrastructure  ,  splunk  ,  forms",3 - 6 yrs
669,Polycom Technology R&D Center Pvt Ltd,Mexico,"sourcing  ,  commodity management  ,  supply chain  ,  purchase  ,  procurement  ,  rfq",1 - 3 yrs
670,Credit Suisse Securities  ( India )  Pvt Ltd,Switzerland,"information technology  ,  java  ,  python  ,  project delivery  ,  reporting tools",5 - 10 yrs
671,RECRUITSMART STAFFING PRIVATE LIMITED,Hyderabad/Secunderabad,"python  ,  scala  ,  bi  ,  data warehousing  ,  storage  ,  machine learning  ,  erp  /  crm  ,  sql  ,  apache",5 - 8 yrs
672,Credit Suisse Securities  ( India )  Pvt Ltd,Pune,"hive  ,  sql  ,  fx  ,  python  ,  oracle  ,  sybase  ,  problem solving  ,  impala  ,  web technologies",10 - 13 yrs
673,EMERSON INNOVATION CENTER,Chandigarh,"air conditioning  ,  safety  ,  manufacturing  ,  action  ,  innovation  ,  ac  ,  process design  ,  documentation  ,  process control  ,  maintenance",0 - 3 yrs
674,Microsemi Corporation,,"radio frequency  ,  security  ,  database  ,  entry level",4 - 7 yrs
675,"SOPHUS INFOTECH INDIA PRIVATE LIMITED
     (More Jobs)",(More Jobs),"SQL  ,  Alteryx  ,  google analytics  ,  data analytics  ,  Data Analyst  ,  ""Google analytics""  ,  Google Adwords",5 - 9 yrs
676,"CLOUD VISA IMMIGRATION LLP
     (More Jobs)",(More Jobs),"data scientist  ,  Programming  ,  Microsoft Technologies  ,  Web Technologies  ,  Xml  ,  Html  ,  Sql  ,  Java  ,  c ++  ,  Linux",2 - 7 yrs
677,"Electro devices pvt ltd
     (More Jobs)",(More Jobs),"IT Application Programming  ,  Legacy System  ,  Sql  ,  Java  ,  Oracle  ,  C  ,  Html  ,  Css  ,  Ajax  ,  Javascript  ,  Php  ,  Wordpress  ,  Magento  ,  Codeigniter  ,  Jquery  ,  Json  ,  Xml Parsing  ,  Sqlite  ,  Android",2 - 7 yrs
678,"Electro devices pvt ltd
     (More Jobs)",(More Jobs),"IT Application Programming  ,  Legacy System  ,  Sql  ,  Java  ,  Oracle  ,  C  ,  Html  ,  Css  ,  Ajax  ,  Javascript  ,  Php  ,  Wordpress  ,  Magento  ,  Codeigniter  ,  Jquery  ,  Json  ,  Xml Parsing  ,  Sqlite  ,  Android",2 - 7 yrs
679,"IIBM Institute of Business Management
     (More Jobs)",(More Jobs),"software  ,  c ++  ,  Java  ,  Html",0 - 3 yrs
680,"GRC stack pvt ltd
     (More Jobs)",(More Jobs),"SQL  ,  Python  ,  SAS  ,    ,  Tableau  ,  Excel  ,  Credit Risk  ,  Credit Risk Analysis  ,  Banking  ,  Loans",2 - 7 yrs
681,"CANVAS27.com
     (More Jobs)",(More Jobs),"Research Analysis  ,  Data Analysis  ,  Marketing Analytics  ,  Mba",1 - 6 yrs
682,"CANVAS27.com
     (More Jobs)",(More Jobs),"Research Analysis  ,  Data Analysis  ,  Marketing Analytics  ,  Mba",1 - 6 yrs
683,"HR Jobs Placements
     (More Jobs)",(More Jobs),"Data Warehousing  ,  Data Analysis  ,  new program launches  ,  SLA  ,  Team Management  ,  crawling  /  web scraping  ,   Data Modeling   ,  ETL development  ,  Java  ,  scala   ,  big data technologies",11 - 16 yrs
684,GfK,,"c  ,  team player  ,   Client Management  ,   Data Analyst",0 - 2 yrs
685,GfK,,"python  ,  c  ,  team player  ,   Data analyst",0 - 2 yrs
686,vimeo technologies private limited,New York City,"business requirements  ,  bi  ,  dashboards  ,  sql  ,  data analyst  ,  tableau",4 - 7 yrs
687,Decon Jobs,Mumbai,"data analysis  ,  data analytics  ,  business requirements  ,  data analyst  ,  sql",5 - 8 yrs
688,Taboola,,"bi  ,  dashboards  ,  sql  ,  data analysis  ,  data analytics  ,  data analyst  ,  impact analysis  ,  tableau  ,  qlik sense  ,  forms",4 - 7 yrs
689,NTT Data Vertex Software Inc.,Washington DC,"bi  ,  database  ,  data visualization  ,  data analysis  ,  consulting  ,  data analyst  ,  tableau  ,  business process  ,  infrastructure",3 - 7 yrs
690,Citibank India,Pune,"data analysis  ,  bi  ,  business analyst  ,  data analyst  ,  requirement gathering  ,  use cases",0 - 3 yrs
691,Progress,,"information technology  ,  storage  ,  sql  ,  data scientist  ,  business applications  ,  data analyst  ,  tableau  ,  data governance  ,  statistical analysis",3 - 6 yrs
692,Credit Suisse Securities  ( India )  Pvt Ltd,,"business analyst  ,  data analysis  ,  mining  ,  data analyst  ,  alteryx  ,  tableau  ,  vba",1 - 2 yrs
693,"Omkar Placements
     (More Jobs)",(More Jobs),"Data Analyst  ,  Analyst",3 - 8 yrs
694,Hero MotoCorp Ltd,Gurgaon,"visualization  ,  data mining  ,  business analyst  ,  sql  ,  requirement gathering  ,  database  ,  use cases  ,  advanced analytics  ,  data analytics  ,  sas  ,  big data analytics  ,  project governance  ,  predictive analytics  ,  business analysis  ,  data analyst  ,  artificial neural networks",7 - 9 yrs
695,ANZ GRINDLAYS BANK,Australia,"metadata  ,  storage  ,  etl  ,  c  ,  oracle  ,  teradata  ,  data quality  ,  ssis  ,  informatica",2 - 3 yrs
696,Abbott India Ltd,Singapore,"visualization  ,  data analysis  ,  business analytics  ,  dashboards  ,  tableau  ,  java  ,  data visualization",0 - 3 yrs
697,GeP Solutions Pvt. Ltd.,"Navi Mumbai,  Mumbai","Data Extractor  ,  data sources  ,  SQL",0 - 3 yrs
698,Ground Truth,Gurgaon,"python  ,  mobile  ,  sql  ,  database  ,  written communication  ,  infrastructure  ,  linux",1 - 2 yrs
699,Analytics Vidhya,Hyderabad/Secunderabad,"python  ,  rdbms  ,  data mining  ,  nosql  ,  apache  ,  cassandra",1 - 2 yrs
700,flexera,Bengaluru / Bangalore,"visualization  ,  bi  ,  business analyst  ,  dashboards  ,  sql  ,  database  ,  data science  ,  data analysis  ,  business process management  ,  visio  ,  sql database",5 - 10 yrs
701,DBS Bank Ltd,Hong Kong,"trade finance  ,  investment banking  ,  banking  ,  working capital finance  ,  portfolio management  ,  foreign exchange  ,  commercial banking  ,  loans  ,  corporate banking",5 - 8 yrs
702,WALMART INDIA,,"information technology  ,  html  ,  linux shell scripting  ,  github  ,  python  ,  javascript  ,  hive  ,  scala  ,  bi  ,  sql  ,  debugging  ,  hadoop  ,  san  ,  problem solving",5 - 8 yrs
703,JOBPOINT HR and TRAINING CONSULTANTS,Gurgaon,"python  ,  problem solving  ,  sql  ,  consultant  ,  sql programming",0 - 3 yrs
704,BUSISOL SOURCING INDIA PVT. LTD,Mumbai,"dispatch  ,  transporters  ,  inventory  ,  customs  ,  freight forwarding  ,  price negotiation  ,  dispatch planning  ,  transportation",5 - 7 yrs
705,Era University,Lucknow,"sql  ,  cloud computing  ,  python  ,  system programming  ,  machine learning  ,  erp  /  crm  ,  django",4 - 7 yrs
706,Leica Biosystems,,"edi  ,  adobe acrobat  ,  data mining  ,  master data  ,  sap  ,  order management  ,  Sap-is  ,  consultant  ,  infrastructure  ,  pricing  ,  customer master",0 - 3 yrs
707,WALMART INDIA,,"hive  ,  hql  ,  information technology  ,  scala  ,  bi  ,  sql  ,  python  ,  sas  ,  mobile  ,  unix",4 - 7 yrs
708,Grab,Singapore,"information technology  ,  sql  ,  security  ,  python  ,  sas  ,  machine learning",3 - 6 yrs
709,Credit Suisse Securities  ( India )  Pvt Ltd,Switzerland,"test automation  ,  cucumber  ,  file system  ,  test execution  ,  application lifecycle management  ,  jmeter  ,  sql  ,  qa  ,  test data  ,  java  ,  selenium  ,  system development  ,  writing  ,  jenkins  ,  global delivery  ,  oracle  ,  testing  ,  agile  ,  unix",5 - 8 yrs
710,BOSTON SCIENTIFIC,,"accounting  ,  accountswork  ,  erp  ,  sap  ,  profitability analysis  ,  forecasting  ,  strong analytical skills  ,  margin analysis  ,  excel  ,  hyperion  ,  financial reporting  ,  finance  ,  pricing",2 - 4 yrs
711,Logitech Engineering & Designs India Pvt Ltd,Chennai,"python  ,  business environment  ,  machine learning  ,  sql  ,  data extraction  ,  data structures",2 - 5 yrs
712,Merkle Inc.,Pune,"digital marketing  ,  segmentation  ,  performance marketing  ,  digital advertising  ,  marketing",0 - 2 yrs
713,JLL,Chicago,"algorithms  ,  technical leader  ,  data mining  ,  data warehousing  ,  sql  ,  salesforce  ,  security  ,  crm  ,  san  ,  python  ,  mobile  ,  microsoft azure  ,  machine learning",5 - 8 yrs
714,New Century Health,Pune,"information technology  ,  test management  ,  data mining  ,  bi  ,  program management  ,  healthcare  ,  sql  ,  program manager  ,  e2e  ,  defect management  ,  jira  ,  director  ,  testing  ,  data integrity",4 - 6 yrs
715,WALMART INDIA,,"visualization  ,  information technology  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  crm  ,  data analytics  ,  data analysis  ,  tableau  ,  analyst",3 - 6 yrs
716,Ground Truth,Gurgaon,"python  ,  mobile  ,  sql  ,  database  ,  written communication  ,  infrastructure  ,  linux",1 - 2 yrs
717,WALMART INDIA,,"algorithms  ,  information technology  ,  scala  ,  bi  ,  sql  ,  pmp  ,  python  ,  machine learning",4 - 7 yrs
718,Pit Solutions Pvt Ltd,Thiruvananthapuram,"python  ,  data mining  ,  mining  ,  technical skills",8 - 10 yrs
719,HP ENTERPRISE SERVICES,,"algorithms  ,  bi  ,  artificial intelligence  ,  sql  ,  python  ,  c  ,  machine learning  ,  mapreduce",5 - 8 yrs
720,JobsLo Consultants,Gurgaon,"spss  ,  data warehousing  ,  dashboards  ,  sql  ,  data visualization  ,  sas  ,  mobile  ,  alteryx  ,  tableau  ,  statistical analysis",0 - 1 yrs
721,Analytics Vidhya,Bengaluru / Bangalore,"data mining  ,  bi  ,  sql  ,  elastic search  ,  big data  ,  technology infrastructure  ,  python  ,  natural language processing  ,  information retrieval  ,  machine learning  ,  mapreduce  ,  infrastructure",4 - 7 yrs
722,SNC-Lavalin Ltd,,"bi  ,  sql  ,  devops  ,  c#  ,  mining  ,  infrastructure",3 - 6 yrs
723,SUREEVENTS,"Mumbai,  Pune,  Bengaluru / Bangalore","cloudera  ,  hive  ,  apache  ,  hadoop  ,  big data  ,  hbase  ,  oracle  ,  machine learning  ,  windows  ,  nosql  ,  hdfs  ,  sqoop",5 - 7 yrs
724,McKinsey & Company Inc,Switzerland,"production  ,  metallurgical engineering  ,  action  ,  iron ore  ,  material science  ,  mining operations",0 - 3 yrs
725,Eurofins Phrarma,Bengaluru / Bangalore,"css  ,  data structures  ,  html  ,  erp  /  crm  ,  javascript  ,  algorithms  ,  sql  ,  json  ,  information management",3 - 4 yrs
726,Morgan Stanley Pvt Ltd,Mumbai,"hive  ,  python  ,  problem solving  ,  impala  ,  written communication  ,  forms",2 - 5 yrs
727,"Rajat services
     (More Jobs)",(More Jobs),"Construction Civil Engineering  ,  Construction Manager  ,  Construction Project",10 - 15 yrs
728,"Sampark Search
     (More Jobs)",(More Jobs),"Data Analyst  ,  Pivot Charts  ,  Vlookup  ,  Pivot Table  ,  Python",2 - 4 yrs
729,"White Horse Manpower Consultancy P Ltd
     (More Jobs)",(More Jobs),"SQL  ,   IBM Cognos  ,   Spotfire  ,   Knowledge of Scripting   (  XML  ,   Java Script  ,   Shell Scripting  ,   Perl etc  )",2 - 7 yrs
730,GfK,,"data analytics  ,  data reports  ,  data analyst  ,  advanced excel",2 - 7 yrs
731,Ruboid Technologies,"Mumbai,  Pune","data analytics  ,  business analyst  ,  erp  /  crm  ,  data analyst",4 - 9 yrs
732,JobsLo Consultants,Bengaluru / Bangalore,"authoring  ,  business requirements  ,  bi  ,  data reports  ,  data analyst  ,  sql  ,  use cases  ,  data visualization",2 - 5 yrs
733,Citibank India,Pune,"business requirements  ,  database  ,  data structures  ,  data visualization  ,  data analysis  ,  os  ,  data analyst  ,  tableau",12 - 16 yrs
734,Silicon Labs,Singapore,"visualization  ,  data extraction  ,  data science  ,  data visualization  ,  data analytics  ,  data analyst  ,  tableau  ,  data governance  ,  sql programming",5 - 8 yrs
735,DBS Bank Ltd,Singapore,"visualization  ,  information technology  ,  business analyst  ,  solution designer  ,  dashboards  ,  sql  ,  data science  ,  data analyst  ,  tableau  ,  infrastructure  ,  analyst  ,  forms",2 - 5 yrs
736,Gojek,Bengaluru / Bangalore,"data analysis  ,  dashboards  ,  data analyst  ,  sql  ,  tableau  ,  data science  ,  data visualization",3 - 6 yrs
737,Jio Saavan,"Gurgaon,  Mumbai,  Bengaluru / Bangalore","visualization  ,  dashboards  ,  sql  ,  data visualization  ,  data analysis  ,  consulting  ,  mobile  ,  data analyst  ,  tableau",2 - 5 yrs
738,Morgan Stanley Pvt Ltd,,"business solutions  ,  sql  ,  data science  ,  data visualization  ,  data analytics  ,  data analyst",2 - 3 yrs
739,DST SYSTEMS,,"programmer analyst  ,  bi  ,  sql  ,  unix shell scripting  ,  java  ,  ssrs  ,  debugging  ,  san  ,  c  ,  oracle  ,  jasper  ,  software developer",2 - 3 yrs
740,Citibank India,Chennai,"hive  ,  sql  ,  apache  ,  unix shell scripting  ,  devops  ,  hadoop  ,  big data  ,  hbase  ,  python  ,  infrastructure  ,  hdfs",5 - 8 yrs
741,Analytics Vidhya,Chennai,"portfolio  ,  risk analytics  ,  cfa  ,  frm  ,  risk management  ,  structured finance  ,  data analysis  ,  risk",2 - 5 yrs
742,Jacobs Engineering Group Inc.,,"arcgis  ,  solution developer  ,  vb.net  ,  t-sql  ,  sql  ,  database  ,  security  ,  java  ,  mysql  ,  hadoop  ,  c#  ,  mapinfo  ,  python  ,  ms access  ,  nosql  ,  written communication",0 - 3 yrs
743,Jacobs Engineering Group Inc.,,"arcgis  ,  solution developer  ,  vb.net  ,  t-sql  ,  sql  ,  database  ,  security  ,  java  ,  mysql  ,  hadoop  ,  big data  ,  c#  ,  mapinfo  ,  python  ,  ms access  ,  nosql  ,  written communication",0 - 3 yrs
744,HP ENTERPRISE SERVICES,,"c    ,  information technology  ,  bi  ,  sql  ,  java  ,  perl  ,  python  ,  written communication  ,  reporting tools",2 - 5 yrs
745,Gartner India Research & Advisory Services Pvt Ltd,Spain,"bi  ,  sql  ,  database  ,  business applications  ,  problem solving  ,  written communication  ,  management systems",0 - 3 yrs
746,JLL,,"program management  ,  database  ,  security  ,  problem solving  ,  team player  ,  written communication",2 - 3 yrs
747,ABB,Bengaluru / Bangalore,"digital marketing  ,  marketing  ,  campaigns  ,  web analytics",2 - 5 yrs
748,Valeo Engine and Electrical Systems India Pvt Ltd,Cairo,"python  ,  c  ,  sql  ,   Quality Department",2 - 5 yrs
749,XYLEM WATER SOLUTIONS INDIA PVT. LTD,Vadodara,"hris  ,  interpersonal skills  ,  hr  ,  human capital management  ,  lms  ,  payroll  ,  communication skills",2 - 3 yrs
750,XYLEM WATER SOLUTIONS INDIA PVT. LTD,Vadodara,"hris  ,  interpersonal skills  ,  hr  ,  human capital management  ,  lms  ,  payroll  ,  communication skills",2 - 3 yrs
751,Resilinc,Pune,"press  ,  problem solving  ,  written communication  ,  ms office suite",0 - 3 yrs
752,Intellve Solutions Limited,Thane,"algorithms  ,  c    ,  scala  ,  data mining  ,  ensemble  ,  sql  ,  java  ,  software engineer  ,  hadoop  ,  python  ,  ddd  ,  team player",2 - 10 yrs
753,ta digital,,"digital marketing  ,  data research  ,  research  ,  marketing campaigns  ,  consumer behavior  ,  business insights  ,  market",3 - 6 yrs
754,Nokia Siemens Networks Ltd,,"dbms  ,  devops  ,  api  ,  python  ,  javascript  ,  servicenow  ,  reporting tools  ,  fundamentals  ,  bi  ,  storage  ,  it projects  ,  cloud computing  ,  service catalog  ,  infrastructure  ,  project delivery  ,  csi",0 - 3 yrs
755,HP ENTERPRISE SERVICES,Bengaluru / Bangalore,"information technology  ,  oss  ,  java  ,  python  ,  oracle  ,  sql  ,  database management  ,  testing tools  ,  business applications  ,  written communication  ,  infrastructure",7 - 10 yrs
756,WALMART INDIA,,"business requirements  ,  information technology  ,  use cases  ,  data analytics  ,  alteryx  ,  data governance  ,  bi  ,  sql  ,  data science  ,  data scientist  ,  data visualization  ,  data analysis  ,  sas  ,  big data analytics  ,  tableau  ,  statistical analysis",4 - 7 yrs
757,WALMART INDIA,,"business requirements  ,  information technology  ,  use cases  ,  advanced analytics  ,  data analytics  ,  data governance  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  data analysis  ,  big data analytics  ,  tableau",4 - 7 yrs
758,WALMART INDIA,,"information technology  ,  pmp  ,  python  ,  algorithms  ,  scala  ,  bi  ,  sql  ,  machine learning",5 - 8 yrs
759,HSBC,Pune,"bi  ,  data warehousing  ,  user guide  ,  sql  ,  hadoop  ,  big data  ,  python  ,  problem solving  ,  nosql",0 - 3 yrs
760,WALMART INDIA,,"information technology  ,  bi  ,  sql  ,  data science  ,  san  ,  data analytics  ,  data analysis  ,  alteryx  ,  tableau",5 - 8 yrs
761,MASTERCARD,,"hive  ,  bi  ,  sql  ,  security  ,  shell scripting  ,  hadoop  ,  c  ,  oracle  ,  impala  ,  written communication  ,  unix   /   linux",0 - 3 yrs
762,JobsLo Consultants,Gurgaon,"data mining  ,  sql  ,  data structures  ,  image processing  ,  python  ,  problem solving  ,  database programming  ,  infrastructure",2 - 4 yrs
763,Ground Truth,Gurgaon,"python  ,  sql  ,  database  ,  written communication  ,  infrastructure  ,  linux",1 - 2 yrs
764,OSI Digital,"Hyderabad/Secunderabad,  Delhi,  Chennai,  Delhi/NCR,  Bengaluru / Bangalore","boomi  ,  sql  ,  salesforce  ,  oracle erp  ,  pl  /  sql  ,  oracle  ,  problem solving",6 - 9 yrs
765,Motorola Mobility Inc.,Singapore,"bi  ,  data extraction  ,  director  ,  testing  ,  loading  ,  project delivery",2 - 4 yrs
766,peopleplus professional services pvt ltd,Bengaluru / Bangalore,"information management  ,  microsoft technologies  ,  machine learning  ,  java  ,  j2ee  ,  software engineering",10 - 16 yrs
767,Citibank India,Chennai,"hive  ,  sql  ,  apache  ,  unix shell scripting  ,  devops  ,  hadoop  ,  big data  ,  hbase  ,  python  ,  infrastructure  ,  hdfs",5 - 8 yrs
768,Ruboid Technologies,"Hyderabad/Secunderabad,  Mumbai,  Chennai,  Pune,  Bengaluru / Bangalore","sybase sql  ,  java  ,  software developer  ,  unix",5 - 7 yrs
769,Clarivate Analytics,Hyderabad/Secunderabad,"sql  ,  security  ,  database  ,  python  ,  ms access  ,  written communication",1 - 4 yrs
770,Motorola Mobility Inc.,,"hive  ,  data mining  ,  sql  ,  apache  ,  java  ,  mysql  ,  html  ,  technical skills  ,  python  ,  c  ,  mining  ,  infrastructure",3 - 5 yrs
771,McKinsey & Company Inc,,"hive  ,  database development  ,  sql  ,  java  ,  testing tools  ,  hadoop  ,  python  ,  entry level",2 - 4 yrs
772,McKinsey & Company Inc,,"information technology  ,  big data  ,  python  ,  sql  ,  database  ,  hadoop  ,  san  ,  entry level",2 - 4 yrs
773,McKinsey Global Services,Gurgaon,"t-sql  ,  big data  ,  python  ,  algorithms  ,  data warehousing  ,  sql  ,  database",3 - 6 yrs
774,Standard Chartered Bank Ltd,Bengaluru / Bangalore,"cima  ,  profit  ,  reporting  ,  ca  ,  cfa  ,  budgeting  ,  reconciliation  ,  treasury  ,  finance",0 - 3 yrs
775,"Electrobrain modern technologies pvt ltd
     (More Jobs)",(More Jobs),"Market Research  ,  Business Development  ,  business analyst  ,  analyst  ,  data analyst  ,  consultant",0 - 3 yrs
776,"Electrobrain modern technologies pvt ltd
     (More Jobs)",(More Jobs),"Business Analysis  ,  Strategic Planning  ,  Market Research  ,  Business Research  ,  Business Intelligence  ,  Data Warehouse  ,  Data Model  ,  Data Mapping",1 - 5 yrs
777,"One Degree North
     (More Jobs)",(More Jobs),"Data Analyst  ,  Business Analyst  ,  Credit Risk  ,  Market risk  ,  Trade Risk  ,  Credit Risk Modelling  ,  SAS Codes  ,  Probability of Default  ,  PD  ,  Loss Given Default  ,  SFT  ,  OTC  ,  ETD  ,  LGD",2 - 7 yrs
778,"ELB Technologies LLP
     (More Jobs)",(More Jobs),"Publishing  ,  Office-mgmt  ,  Database",0 - 1 yrs
779,"CANVAS27.com
     (More Jobs)",(More Jobs),"advance sas  ,  sql  ,  python  ,  hive  ,  campaign management  ,  data analysis  ,  data analytics  ,  data mining  ,  ETL Testing  ,  ETL developer",1 - 6 yrs
780,"CANVAS27.com
     (More Jobs)",(More Jobs),"advance sas  ,  sql  ,  python  ,  hive  ,  campaign management  ,  data analysis  ,  data analytics  ,  data mining  ,  ETL Testing  ,  ETL developer",1 - 6 yrs
781,Morgan Stanley Pvt Ltd,,"bi  ,  spss  ,  sql  ,  data visualization  ,  sas  ,  business analytics  ,  data analyst  ,  tableau  ,  consultant  ,  confirmit",1 - 3 yrs
782,GLOBALFOUNDRIES,Bengaluru / Bangalore,"information technology  ,  bi  ,  sql  ,  security  ,  python  ,  system analyst  ,  problem solving  ,  machine learning  ,  reporting tools",4 - 7 yrs
783,Soho Dragon,,"information technology  ,  bi  ,  sql  ,  python  ,  machine learning  ,  reporting tools",2 - 3 yrs
784,DBS Bank Ltd,Singapore,"commerce  ,  financing  ,  information systems  ,  reporting  ,  trend analysis  ,  verification  ,  strong analytical skills  ,  team player  ,  hedging",5 - 8 yrs
785,JobsLo Consultants,Kanpur,"bi  ,  triggers  ,  sql  ,  database",2 - 5 yrs
786,"SANCTUS
     (More Jobs)",(More Jobs),"MIS Report  ,  Vlookup  ,  Hlookup  ,  Pivot table  ,  Formulas  ,  advanced excel  ,    ,  excel sheet  ,  VBA  ,  MIS Analyst  ,  Database Analyst  ,  BPO Operations  ,  data analytics",1 - 4 yrs
787,"SANCTUS
     (More Jobs)",(More Jobs),"MIS Report  ,  Vlookup  ,  Hlookup  ,  Pivot table  ,  Formulas  ,  advanced excel  ,    ,  excel sheet  ,  VBA  ,  MIS Analyst  ,  Database Analyst  ,  BPO Operations  ,  data analytics",1 - 4 yrs
788,DBS Bank Ltd,Singapore,"fundamentals  ,  investments  ,  credit risk management  ,  portfolio  ,  portfolio management  ,  credit operations  ,  risk analytics  ,  risk management  ,  lending  ,  credit risk  ,  strong analytical skills  ,  portfolio analysis  ,  collection  ,  hedging  ,  credit approval  ,  credit policy  ,  consumer banking  ,  risk",5 - 6 yrs
789,DBS Bank Ltd,Singapore,"fundamentals  ,  investments  ,  credit risk management  ,  portfolio  ,  portfolio management  ,  credit operations  ,  risk analytics  ,  risk management  ,  lending  ,  credit risk  ,  strong analytical skills  ,  portfolio analysis  ,  collection  ,  hedging  ,  credit approval  ,  credit policy  ,  consumer banking  ,  risk",5 - 6 yrs
790,DBS Bank Ltd,Singapore,"fundamentals  ,  investments  ,  credit risk management  ,  portfolio  ,  portfolio management  ,  credit operations  ,  risk analytics  ,  risk management  ,  lending  ,  credit risk  ,  strong analytical skills  ,  portfolio analysis  ,  collection  ,  hedging  ,  credit approval  ,  credit policy  ,  consumer banking  ,  risk",5 - 6 yrs
791,knowledge excel,"Delhi,  Delhi/NCR","data cleaning  ,  spss  ,  data analyst",2 - 5 yrs
792,SEVEN CONSULTANCY,Chennai,"databases  ,   data collection  ,  Data Analysts",4 - 7 yrs
793,Morningstar India Pvt Ltd,China,"data analysis  ,  data analyst  ,  database",0 - 3 yrs
794,"Hr Planning Network
     (More Jobs)",(More Jobs),"""Data Analyst""  ,  ""Statistical Analysis""  ,  Portfolio Analysis  ,  Data Analysis  ,  Data Analyst  ,  Data Analyst  ,  SQL  ,  Python  ,  Tableau",2 - 7 yrs
795,"PSU Resources
     (More Jobs)",(More Jobs),"Ms Word  ,  Ms Excel  ,  Powerpoint  ,  sql  ,  Power BI  ,  VBA  ,  Macro  ,  Advance Excel  ,  Mis Reports  ,  Mis  ,  Pivot Table  ,  Vlookup  ,  Hlookup  ,  Data Analysis  ,  Python  ,  R  ,  Tableaw  ,  MIS Report",0 - 3 yrs
796,2Soft Solutions Pvt. Ltd.,Mumbai,"dashboards  ,  customer success  ,  consulting  ,  data analyst  ,  analyst",3 - 6 yrs
797,APEX SERVICES,"Hyderabad/Secunderabad,  Gurgaon,  Bengaluru / Bangalore","data analysis  ,  bi  ,  dashboards  ,  data analyst  ,  analyst",5 - 8 yrs
798,Cotocus,Bengaluru / Bangalore,"data analysis  ,  data analyst  ,  data visualization",0 - 3 yrs
799,Larsen & Toubro Infotech Ltd,Mumbai,"consulting  ,  business analysis  ,  business analyst  ,  data analyst",0 - 3 yrs
800,Larsen & Toubro Infotech Ltd,Mumbai,"consulting  ,  business analysis  ,  business analyst  ,  data analyst",0 - 3 yrs
801,Larsen & Toubro Infotech Ltd,Mumbai,"consulting  ,  business analysis  ,  business analyst  ,  data analyst",0 - 3 yrs
802,Near,Bengaluru / Bangalore,"customer success  ,  consulting  ,  data analyst  ,  analyst",2 - 3 yrs
803,vision esteem,"Mohali,  Chandigarh","AngularJS Developer  ,  PHP Developer  ,  Data Analysts",0 - 3 yrs
